f100,0,0.205,0.029,0.439,0.844,2,0
f100,0,0.208,0.03,0.441,0.844,2,0
f100,0,0.21,0.031,0.443,0.844,2,0
f100,0,0.213,0.033,0.444,0.844,2,0
f100,0,0.215,0.034,0.446,0.844,2,0
f100,0,0.218,0.035,0.448,0.844,2,0
f100,0,0.22,0.037,0.449,0.844,2,0
f100,0,0.223,0.038,0.451,0.844,2,0
f100,0,0.225,0.039,0.453,0.844,2,0
f100,0,0.218,0.04,0.453,0.844,2,0
f100,0,0.21,0.04,0.453,0.844,2,0
f100,0,0.203,0.041,0.453,0.844,2,0
f100,0,0.195,0.041,0.453,0.844,2,0
f100,0,0.195,0.061,0.453,0.844,2,0
f100,0,0.196,0.074,0.453,0.844,2,0
f100,0,0.197,0.087,0.453,0.844,2,0
f100,0,0.197,0.083,0.453,0.844,2,0
f100,0,0.197,0.079,0.453,0.844,2,0
f100,0,0.197,0.075,0.453,0.844,2,0
f100,0,0.197,0.071,0.453,0.844,2,0
f100,0,0.197,0.089,0.453,0.844,2,0
f100,0,0.197,0.107,0.453,0.844,2,0
f100,0,0.197,0.104,0.453,0.844,2,0
f100,0,0.197,0.102,0.453,0.844,2,0
f100,0,0.197,0.099,0.453,0.844,2,0
f100,0,0.197,0.096,0.453,0.844,2,0
f100,0,0.197,0.093,0.453,0.844,2,0
f100,0,0.197,0.091,0.453,0.844,2,0
f100,1,0.198,0.103,0.453,0.844,2,0
f100,1,0.199,0.115,0.453,0.844,2,0
f100,1,0.2,0.127,0.453,0.844,2,0
f100,1,0.201,0.144,0.453,0.844,2,0
f100,1,0.202,0.162,0.453,0.844,2,0
f100,1,0.202,0.166,0.453,0.844,2,0
f100,1,0.202,0.171,0.453,0.844,2,0
f100,1,0.202,0.166,0.453,0.844,2,0
f100,1,0.202,0.16,0.453,0.844,2,0
f100,1,0.202,0.155,0.453,0.844,2,0
f100,1,0.202,0.149,0.453,0.844,2,0
f100,1,0.202,0.207,0.475,0.895,2,0
f100,1,0.206,0.229,0.475,0.895,2,0
f100,1,0.209,0.25,0.475,0.895,2,0
f100,1,0.212,0.271,0.475,0.895,2,0
f100,1,0.225,0.271,0.479,0.911,2,0
f100,1,0.237,0.27,0.484,0.928,2,0
f100,1,0.249,0.27,0.488,0.944,2,0
f100,1,0.261,0.269,0.492,0.961,2,0
f100,1,0.261,0.269,0.504,0.969,2,0
f100,1,0.261,0.269,0.515,0.977,2,0
f100,1,0.261,0.269,0.527,0.986,2,0
f100,1,0.253,0.344,0.527,0.986,2,0
f100,1,0.25,0.357,0.527,0.986,2,0
f100,1,0.247,0.371,0.527,0.986,2,0
f100,1,0.248,0.38,0.527,0.986,2,0
f100,1,0.248,0.389,0.527,0.986,2,0
f100,1,0.249,0.398,0.527,0.986,2,0
f100,1,0.249,0.398,0.527,0.986,2,0
f100,1,0.249,0.398,0.527,0.986,2,0
f105,0,0.351,0.208,0.521,0.703,2,0
f105,0,0.334,0.212,0.507,0.703,2,0
f105,0,0.317,0.215,0.492,0.703,2,0
f105,0,0.3,0.219,0.478,0.703,2,0
f105,0,0.298,0.22,0.478,0.703,2,0
f105,0,0.296,0.22,0.478,0.703,2,0
f105,0,0.294,0.221,0.478,0.703,2,0
f105,0,0.295,0.217,0.478,0.699,2,0
f105,0,0.296,0.214,0.478,0.695,2,0
f105,0,0.296,0.21,0.478,0.69,2,0
f105,0,0.297,0.206,0.478,0.686,2,0
f105,0,0.298,0.203,0.478,0.682,2,0
f105,0,0.299,0.199,0.478,0.677,2,0
f105,0,0.3,0.196,0.478,0.673,2,0
f105,0,0.303,0.197,0.478,0.673,2,0
f105,0,0.305,0.199,0.478,0.673,2,0
f105,0,0.308,0.201,0.478,0.673,2,0
f105,0,0.31,0.203,0.478,0.673,2,0
f105,0,0.313,0.205,0.478,0.673,2,0
f105,0,0.315,0.207,0.478,0.673,2,0
f105,0,0.318,0.209,0.478,0.673,2,0
f105,0,0.32,0.21,0.478,0.673,2,0
f105,0,0.323,0.212,0.478,0.673,2,0
f105,0,0.325,0.214,0.478,0.673,2,0
f105,1,0.328,0.216,0.478,0.673,2,0
f105,1,0.33,0.218,0.478,0.673,2,0
f105,1,0.333,0.22,0.478,0.673,2,0
f105,1,0.335,0.221,0.478,0.673,2,0
f105,1,0.338,0.223,0.478,0.673,2,0
f105,1,0.34,0.225,0.478,0.673,2,0
f105,1,0.343,0.227,0.478,0.673,2,0
f105,1,0.345,0.229,0.478,0.673,2,0
f105,1,0.344,0.229,0.478,0.688,2,0
f105,1,0.343,0.229,0.478,0.702,2,0
f105,1,0.341,0.229,0.478,0.717,2,0
f105,1,0.34,0.229,0.478,0.732,2,0
f105,1,0.34,0.229,0.478,0.732,2,0
f105,1,0.34,0.229,0.478,0.732,2,0
f105,1,0.34,0.229,0.478,0.732,2,0
f105,1,0.34,0.229,0.478,0.732,2,0
f105,1,0.34,0.229,0.478,0.732,2,0
f105,1,0.34,0.229,0.478,0.732,2,0
f105,1,0.34,0.229,0.478,0.732,2,0
f105,1,0.34,0.229,0.478,0.732,2,0
f105,1,0.34,0.229,0.478,0.732,2,0
f116,0,0.323,0.187,0.432,0.5,2,0
f116,0,0.323,0.191,0.439,0.5,2,0
f116,0,0.323,0.195,0.445,0.5,2,0
f116,0,0.323,0.2,0.452,0.5,2,0
f116,0,0.323,0.204,0.459,0.5,2,0
f116,0,0.323,0.208,0.465,0.5,2,0
f116,0,0.323,0.212,0.472,0.5,2,0
f116,0,0.323,0.216,0.479,0.5,2,0
f116,0,0.323,0.224,0.489,0.5,2,0
f116,0,0.323,0.224,0.493,0.511,2,0
f116,1,0.323,0.224,0.496,0.521,2,0
f116,1,0.323,0.224,0.5,0.532,2,0
f116,1,0.323,0.224,0.504,0.543,2,0
f116,1,0.323,0.219,0.509,0.56,2,0
f116,1,0.323,0.214,0.515,0.578,2,0
f116,1,0.323,0.214,0.515,0.578,2,0
f116,1,0.323,0.214,0.515,0.578,2,0
f116,1,0.323,0.214,0.515,0.578,2,0
f116,1,0.323,0.214,0.515,0.578,2,0
f116,1,0.323,0.214,0.515,0.578,2,0
f116,1,0.323,0.214,0.515,0.578,2,0
f116,1,0.323,0.214,0.515,0.578,2,0
f116,1,0.323,0.214,0.515,0.578,2,0
f116,1,0.323,0.214,0.515,0.578,2,0
f117,0,0.29,0.205,0.41,0.533,2,0
f117,0,0.279,0.205,0.398,0.533,2,0
f117,0,0.274,0.205,0.404,0.533,2,0
f117,0,0.269,0.205,0.411,0.533,2,0
f117,0,0.272,0.202,0.412,0.553,2,0
f117,0,0.274,0.2,0.414,0.573,2,0
f117,0,0.277,0.198,0.416,0.592,2,0
f117,0,0.279,0.195,0.418,0.612,2,0
f117,0,0.282,0.193,0.419,0.631,2,0
f117,0,0.284,0.191,0.421,0.651,2,0
f117,1,0.283,0.191,0.421,0.651,2,0
f117,1,0.282,0.191,0.421,0.651,2,0
f117,1,0.28,0.191,0.421,0.651,2,0
f117,1,0.279,0.191,0.421,0.651,2,0
f117,1,0.277,0.191,0.421,0.651,2,0
f117,1,0.276,0.191,0.421,0.651,2,0
f117,1,0.275,0.191,0.421,0.651,2,0
f117,1,0.273,0.191,0.421,0.651,2,0
f117,1,0.272,0.191,0.421,0.651,2,0
f117,1,0.27,0.191,0.421,0.651,2,0
f117,1,0.269,0.191,0.421,0.651,2,0
f117,1,0.268,0.191,0.421,0.651,2,0
f117,1,0.262,0.191,0.421,0.651,2,0
f117,1,0.257,0.192,0.421,0.651,2,0
f117,1,0.248,0.193,0.421,0.651,2,0
f117,1,0.238,0.194,0.421,0.651,2,0
f117,1,0.238,0.188,0.444,0.651,2,0
f117,1,0.238,0.181,0.467,0.651,2,0
f117,1,0.238,0.175,0.49,0.651,2,0
f117,1,0.238,0.175,0.49,0.651,2,0
f117,1,0.238,0.175,0.49,0.651,2,0
f117,1,0.238,0.175,0.49,0.651,2,0
f117,1,0.238,0.175,0.49,0.651,2,0
f117,1,0.238,0.175,0.49,0.651,2,0
f117,1,0.238,0.175,0.49,0.651,2,0
f117,2,0.238,0.175,0.49,0.651,2,0
f117,2,0.238,0.175,0.49,0.651,2,0
f117,2,0.238,0.175,0.49,0.651,2,0
f117,2,0.238,0.175,0.49,0.651,2,0
f117,2,0.238,0.175,0.49,0.651,2,0
f118,0,0.096,0.311,0.342,0.803,2,0
f118,0,0.1,0.311,0.342,0.803,2,0
f118,0,0.104,0.311,0.342,0.803,2,0
f118,0,0.107,0.311,0.342,0.803,2,0
f118,0,0.127,0.316,0.342,0.803,2,0
f118,0,0.128,0.323,0.342,0.803,2,0
f118,0,0.13,0.33,0.342,0.803,2,0
f118,0,0.13,0.339,0.342,0.803,2,0
f118,0,0.13,0.335,0.342,0.803,2,0
f118,0,0.13,0.33,0.342,0.803,2,0
f118,0,0.127,0.327,0.342,0.803,2,0
f118,0,0.125,0.325,0.342,0.803,2,0
f118,0,0.122,0.322,0.342,0.803,2,0
f118,0,0.108,0.321,0.342,0.803,2,0
f118,0,0.094,0.32,0.342,0.803,2,0
f118,1,0.09,0.32,0.342,0.803,2,0
f118,1,0.085,0.319,0.342,0.803,2,0
f118,1,0.081,0.319,0.342,0.803,2,0
f118,1,0.07,0.319,0.342,0.803,2,0
f118,1,0.059,0.319,0.342,0.803,2,0
f118,1,0.067,0.319,0.342,0.803,2,0
f118,1,0.075,0.32,0.342,0.803,2,0
f118,1,0.082,0.32,0.342,0.803,2,0
f118,1,0.08,0.323,0.342,0.803,2,0
f118,1,0.078,0.325,0.342,0.803,2,0
f118,1,0.075,0.327,0.342,0.803,2,0
f118,1,0.073,0.329,0.342,0.803,2,0
f118,1,0.071,0.332,0.342,0.803,2,0
f118,1,0.069,0.334,0.342,0.803,2,0
f118,1,0.066,0.336,0.342,0.803,2,0
f118,1,0.064,0.339,0.342,0.803,2,0
f118,1,0.062,0.341,0.342,0.803,2,0
f118,1,0.073,0.342,0.342,0.803,2,0
f118,1,0.083,0.343,0.342,0.803,2,0
f118,1,0.094,0.344,0.342,0.803,2,0
f118,1,0.094,0.357,0.342,0.803,2,0
f118,1,0.094,0.371,0.342,0.803,2,0
f118,1,0.092,0.361,0.342,0.803,2,0
f118,1,0.091,0.351,0.342,0.803,2,0
f118,1,0.089,0.341,0.342,0.803,2,0
f118,2,0.082,0.335,0.342,0.803,2,0
f118,2,0.074,0.33,0.342,0.803,2,0
f118,2,0.066,0.325,0.342,0.803,2,0
f125,0,0.062,0.187,0.193,0.66,2,0
f125,0,0.062,0.187,0.193,0.66,2,0
f125,0,0.062,0.186,0.193,0.66,2,0
f125,0,0.062,0.186,0.193,0.66,2,0
f125,0,0.062,0.185,0.193,0.66,2,0
f125,0,0.062,0.185,0.193,0.66,2,0
f125,0,0.062,0.185,0.193,0.66,2,0
f125,0,0.062,0.184,0.193,0.66,2,0
f125,0,0.062,0.184,0.193,0.66,2,0
f125,0,0.062,0.183,0.193,0.66,2,0
f125,0,0.062,0.183,0.193,0.66,2,0
f125,0,0.062,0.182,0.193,0.66,2,0
f125,0,0.062,0.182,0.193,0.66,2,0
f125,0,0.062,0.181,0.193,0.66,2,0
f125,0,0.062,0.181,0.193,0.66,2,0
f125,0,0.062,0.18,0.193,0.66,2,0
f125,0,0.062,0.18,0.193,0.66,2,0
f125,0,0.062,0.179,0.193,0.66,2,0
f125,0,0.062,0.175,0.193,0.66,2,0
f125,0,0.062,0.17,0.193,0.66,2,0
f125,0,0.062,0.17,0.192,0.66,2,0
f125,0,0.062,0.17,0.192,0.66,2,0
f125,0,0.062,0.17,0.191,0.66,2,0
f125,0,0.062,0.17,0.191,0.66,2,0
f125,0,0.062,0.17,0.19,0.66,2,0
f125,1,0.062,0.17,0.189,0.66,2,0
f125,1,0.062,0.17,0.189,0.66,2,0
f125,1,0.062,0.17,0.188,0.66,2,0
f125,1,0.062,0.17,0.188,0.66,2,0
f125,1,0.062,0.17,0.187,0.66,2,0
f125,1,0.062,0.17,0.187,0.66,2,0
f125,1,0.062,0.17,0.186,0.66,2,0
f125,1,0.062,0.17,0.186,0.66,2,0
f125,1,0.062,0.172,0.183,0.66,2,0
f125,1,0.062,0.174,0.18,0.66,2,0
f125,1,0.062,0.176,0.177,0.66,2,0
f125,1,0.062,0.189,0.176,0.66,2,0
f125,1,0.062,0.202,0.176,0.66,2,0
f125,1,0.062,0.2,0.174,0.66,2,0
f125,1,0.062,0.199,0.172,0.66,2,0
f125,1,0.062,0.197,0.17,0.66,2,0
f125,1,0.062,0.196,0.168,0.66,2,0
f125,1,0.062,0.195,0.166,0.66,2,0
f125,1,0.062,0.193,0.164,0.66,2,0
f125,1,0.062,0.192,0.162,0.66,2,0
f125,1,0.062,0.191,0.16,0.66,2,0
f125,1,0.062,0.183,0.161,0.644,2,0
f125,1,0.062,0.176,0.161,0.629,2,0
f125,1,0.062,0.176,0.161,0.629,2,0
f125,1,0.062,0.176,0.161,0.629,2,0
f125,1,0.062,0.176,0.161,0.629,2,0
f125,1,0.062,0.176,0.161,0.629,2,0
f125,1,0.062,0.176,0.161,0.629,2,0
f125,1,0.062,0.176,0.161,0.629,2,0
f125,1,0.062,0.176,0.161,0.629,2,0
f126,0,0.128,0.2,0.275,0.692,2,0
f126,0,0.128,0.196,0.275,0.692,2,0
f126,0,0.128,0.193,0.275,0.692,2,0
f126,0,0.129,0.189,0.275,0.692,2,0
f126,0,0.129,0.186,0.275,0.692,2,0
f126,1,0.129,0.186,0.274,0.692,2,0
f126,1,0.129,0.186,0.272,0.692,2,0
f126,1,0.129,0.186,0.27,0.692,2,0
f126,1,0.125,0.186,0.27,0.692,2,0
f126,1,0.122,0.186,0.27,0.692,2,0
f126,1,0.116,0.177,0.27,0.692,2,0
f126,1,0.111,0.168,0.27,0.692,2,0
f126,1,0.106,0.159,0.27,0.692,2,0
f126,1,0.101,0.15,0.27,0.692,2,0
f126,1,0.095,0.141,0.27,0.692,2,0
f126,1,0.09,0.132,0.27,0.692,2,0
f126,1,0.097,0.129,0.27,0.692,2,0
f126,1,0.104,0.127,0.27,0.692,2,0
f126,1,0.104,0.123,0.27,0.692,2,0
f126,1,0.104,0.119,0.27,0.692,2,0
f126,1,0.104,0.121,0.27,0.692,2,0
f126,1,0.103,0.124,0.27,0.692,2,0
f126,1,0.103,0.127,0.27,0.692,2,0
f126,1,0.103,0.13,0.27,0.692,2,0
f126,1,0.103,0.132,0.27,0.692,2,0
f126,1,0.102,0.135,0.27,0.692,2,0
f126,1,0.102,0.138,0.27,0.692,2,0
f126,1,0.099,0.151,0.27,0.692,2,0
f126,1,0.099,0.166,0.27,0.692,2,0
f126,1,0.099,0.174,0.27,0.692,2,0
f126,1,0.099,0.181,0.27,0.692,2,0
f126,1,0.098,0.189,0.27,0.692,2,0
f126,1,0.098,0.189,0.27,0.692,2,0
f126,1,0.098,0.189,0.27,0.692,2,0
f126,1,0.098,0.189,0.27,0.692,2,0
f127,0,0.109,0.164,0.274,0.808,2,0
f127,0,0.126,0.168,0.274,0.808,2,0
f127,0,0.126,0.168,0.287,0.808,2,0
f127,0,0.126,0.167,0.287,0.808,2,0
f127,0,0.126,0.166,0.287,0.808,2,0
f127,0,0.126,0.164,0.287,0.808,2,0
f127,0,0.126,0.163,0.287,0.808,2,0
f127,0,0.127,0.162,0.287,0.808,2,0
f127,0,0.127,0.16,0.287,0.808,2,0
